"The message has been removed.","Det här meddelandet har tagits bort.",module,Magento_AdminNotification
"1 Hour","1 Timme",module,Magento_AdminNotification
"2 Hours","2 Timmar",module,Magento_AdminNotification
"6 Hours","6 Timmar",module,Magento_AdminNotification
"12 Hours","12 Timmar",module,Magento_AdminNotification
"24 Hours","24 Timmar",module,Magento_AdminNotification
critical,Kritisk,module,Magento_AdminNotification
major,Större,module,Magento_AdminNotification
minor,Mindre,module,Magento_AdminNotification
notice,notis,module,Magento_AdminNotification
"Wrong message type","Fel meddelande typ",module,Magento_AdminNotification
"Wrong notification ID specified.","Fel notifikations ID anges.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1. ","En eller flera av cache-typerna har ogiltigförklaras: %1.",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Please go to <a href=""%1"">Cache Management</a> and refresh cache types.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Vi kunde inte synkronisera en eller flera mediefiler. Se loggfilen för mer information.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Återbetalning av Fraktkostnad",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Obehöriga kan ha åtkomst till viktiga filer då din webbserver är felaktigt inställd. Vänligen kontakta webbhotellet.",module,Magento_AdminNotification
"System Messages:",Systemmeddelanden:,module,Magento_AdminNotification
"Critical System Messages","Kritiska Systemmeddelanden",module,Magento_AdminNotification
"Major System Messages","Större Systemmeddelanden",module,Magento_AdminNotification
"System messages",Systemmeddelanden,module,Magento_AdminNotification
Close,Stäng,module,Magento_AdminNotification
"See All (","Se Allt (",module,Magento_AdminNotification
" unread)", oläst),module,Magento_AdminNotification
"Please correct the data sent.","Please correct the data sent.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Entity modelltyp '%1' hittades Inte",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Entity modelltyp Måste Vara en Instans AV \ Magento \ CatalogImportExport \ modell \ Export \ Product \ Type \ AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Det finns inga produkttyper tillgängliga för export",module,Magento_AdvancedPricingImportExport
"We can't find the role for the user you wanted.","Vi kan inte hitta rollen för användaren du ville ha.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Något gick fel när en lista över tillåtna medel sammanställdes. Du kan läsa mer i undantagsloggen.",module,Magento_Authorization
"You created the order.","Du skapade ordern.",module,Magento_Authorizenet
"Order saving error: %1","Fel uppstod på När ordern sparades: %1",module,Magento_Authorizenet
"Please choose a payment method.","Vänligen välj betalningsmetod.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","Vi kan inte behandla er order nu. Vänligen försök igen senare.",module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.","Ett fel har inträffat. Vänligen pröva att lägga ordern igen.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Kreditkort: xxxx-%1",module,Magento_Authorizenet
"amount %1","belopp %1",module,Magento_Authorizenet
failed.,misslyckades.,module,Magento_Authorizenet
successful.,lyckades.,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net Transaktion ID %1.",module,Magento_Authorizenet
authorize,godkänna,module,Magento_Authorizenet
"authorize and capture","auktorisera och debitera",module,Magento_Authorizenet
capture,debitera,module,Magento_Authorizenet
refund,återbetalning,module,Magento_Authorizenet
void,ogiltig,module,Magento_Authorizenet
"Gateway error: %1","Gateway fel: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Ett fel uppstod i betalnings gatewayen.",module,Magento_Authorizenet
"Invalid amount for capture.","Invalid amount for capture.",module,Magento_Authorizenet
"Payment capturing error.","Payment capturing error.",module,Magento_Authorizenet
"Invalid transaction ID.","Ogiltigt transaktions-ID.",module,Magento_Authorizenet
"Payment voiding error.","Payment voiding error.",module,Magento_Authorizenet
"Invalid amount for refund.","Ogiltigt Belopp för återbetalning.",module,Magento_Authorizenet
"Payment refunding error.","Payment refunding error.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Transaktionen nekades eftersom svar valideringen misslyckades.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Den här betalningen gick ej igenom då ordern inte kan hittas.",module,Magento_Authorizenet
"There was a payment authorization error.","Ett fel uppstod med godkännandet av denna betalning.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Please enter a transaction ID to authorize this payment.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transaktion %1 har godkänts. Belopp %2. Transaktionsstatus är ""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Transaktion %1 har ogiltigförklarats / nekats. Transaktionsstatus är ""%2"". Belopp %3.",module,Magento_Authorizenet
"Authorize Only","Endast auktorisering",module,Magento_Authorizenet
"Authorize and Capture","Auktorisera och debitera",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Går ej att se transaktionsinformation. Försök igen senare.",module,Magento_Authorizenet
"Credit Card Type",Bankkortstyp,module,Magento_Authorizenet
"Credit Card Number",Bankkortsnummer,module,Magento_Authorizenet
"Expiration Date",Utgångsdatum,module,Magento_Authorizenet
"Card Verification Number","Verifieringsnummer för Bankkort",module,Magento_Authorizenet
"Fraud Detection ","Bedrägeri Upptäckt",module,Magento_Authorizenet
"FDS Filter Action","FDS Filteråtgärd",module,Magento_Authorizenet
"AVS Response","AVS Svar",module,Magento_Authorizenet
"Card Code Response","Card Code Response",module,Magento_Authorizenet
"CAVV Response","CAVV Response",module,Magento_Authorizenet
"Fraud Filters","Bedrägeri Filter",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Du angav en ogiltig Hemlig Nyckel. Uppdatera sidan.",module,Magento_Backend
"Cache Storage Management","Hantering av cache",module,Magento_Backend
"Flush Magento Cache","Rensa Magento Cache",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","The cache storage may contain additional data. Are you sure that you want to flush it?",module,Magento_Backend
"Flush Cache Storage","Flush Cache Storage",module,Magento_Backend
Invalidated,Ogiltig,module,Magento_Backend
Orders,Beställningar,module,Magento_Backend
Amounts,Summa,module,Magento_Backend
Bestsellers,Bästsäljare,module,Magento_Backend
"Most Viewed Products","Mest Visade Produkter",module,Magento_Backend
"New Customers","Nya kunder",module,Magento_Backend
Customers,Kunder,module,Magento_Backend
Customer,Kund,module,Magento_Backend
Guest,Gäst,module,Magento_Backend
Items,Produkter,module,Magento_Backend
Total,Totalsumma,module,Magento_Backend
"Lifetime Sales","Försäljning totalt",module,Magento_Backend
"Average Order","Genomsnittlig order",module,Magento_Backend
Average,Genomsnitt,module,Magento_Backend
Product,Produkt,module,Magento_Backend
Price,Pris,module,Magento_Backend
Quantity,Antal,module,Magento_Backend
Views,Visningar,module,Magento_Backend
Revenue,Intäkter,module,Magento_Backend
Tax,moms,module,Magento_Backend
Shipping,Frakt,module,Magento_Backend
"Images (.gif, .jpg, .png)","Bilder (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (AVI, FLV, SWF)",module,Magento_Backend
"All Files","Alla filer",module,Magento_Backend
"Reset to Default","Återställ till standard",module,Magento_Backend
"All Store Views","Alla butiksvyer",module,Magento_Backend
"What is this?","Vad är detta?",module,Magento_Backend
"Save Account","Spara kontot",module,Magento_Backend
"My Account","Mitt konto",module,Magento_Backend
"Account Information","Kontoinformation",module,Magento_Backend
"User Name",Användarnamn,module,Magento_Backend
"First Name",Förnamn,module,Magento_Backend
"Last Name",Efternamn,module,Magento_Backend
Email,E-post,module,Magento_Backend
"User Email","E-post för användare",module,Magento_Backend
"New Password","Nytt lösenord",module,Magento_Backend
"Password Confirmation","Bekräfta Lösenord",module,Magento_Backend
"Interface Locale","Gränssnitt för språk",module,Magento_Backend
"Current User Identity Verification","Aktuell användares identitets verifikation",module,Magento_Backend
"Your Password","Ditt lösenord",module,Magento_Backend
"Save Cache Settings","Spara Cache Inställningar",module,Magento_Backend
"Catalog Rewrites",Katalogomskrivning,module,Magento_Backend
Refresh,Uppdatera,module,Magento_Backend
"Images Cache",Bildcache,module,Magento_Backend
Clear,Töm,module,Magento_Backend
"Search Index",Sökindex,module,Magento_Backend
Rebuild,"Bygg om",module,Magento_Backend
"Inventory Stock Status",Lagerstatus,module,Magento_Backend
"Rebuild Catalog Index","Återskapa Katalog index",module,Magento_Backend
"Rebuild Flat Catalog Category","Bygg om Flat katalogkategori",module,Magento_Backend
"Rebuild Flat Catalog Product","Bygg om Flat katalogprodukt",module,Magento_Backend
"Cache Control","cache Kontroll",module,Magento_Backend
"All Cache","Alla cache",module,Magento_Backend
"No change","Ingen ändring",module,Magento_Backend
Disable,Inaktivera,module,Magento_Backend
Enable,Aktivera,module,Magento_Backend
"Add Design Change","Lägg till designändring",module,Magento_Backend
Back,Tillbaka,module,Magento_Backend
Delete,"Ta Bort",module,Magento_Backend
"Are you sure?","Är du Säker?",module,Magento_Backend
Save,Spara,module,Magento_Backend
"Edit Design Change","Ändra designändring",module,Magento_Backend
"New Store Design Change","Design Ändring Ny Buik",module,Magento_Backend
"General Settings","Allmänna Inställningar",module,Magento_Backend
Store,butik,module,Magento_Backend
"-- Please Select --","-- Vänligen välj --",module,Magento_Backend
"Custom Design","Anpassad utformning",module,Magento_Backend
"Date From","Datum from",module,Magento_Backend
"Date To","Datum till",module,Magento_Backend
"Design Change","change the Design",module,Magento_Backend
General,Allmänt,module,Magento_Backend
Cancel,Avbryt,module,Magento_Backend
"Delete %1 '%2'","Ta Bort  %1 '%2'",module,Magento_Backend
"Delete %1","Ta Bort %1",module,Magento_Backend
"Block Information",Blockinformation,module,Magento_Backend
"Backup Options","Alternativ för säkerhetskopiering",module,Magento_Backend
"Create DB Backup","Skapa databaskopia",module,Magento_Backend
Yes,Ja,module,Magento_Backend
No,Nej,module,Magento_Backend
"Delete Store","Ta bort butik",module,Magento_Backend
"Delete Web Site","Ta Bort Webbplats",module,Magento_Backend
"Save Web Site","Spara webbplas",module,Magento_Backend
"Save Store","Spara butik",module,Magento_Backend
"Save Store View","Spara butiksvy",module,Magento_Backend
"Delete Store View","Ta bort butiksvy",module,Magento_Backend
"Edit Web Site","Edit Web Site",module,Magento_Backend
"New Web Site","Ny website",module,Magento_Backend
"Edit Store","Ändra på butiken",module,Magento_Backend
"New Store","ny butik",module,Magento_Backend
"Edit Store View","Ändra på butiksvyn",module,Magento_Backend
"New Store View","Ny butiksvy",module,Magento_Backend
"Store Information","Information om butik",module,Magento_Backend
"Web Site",website,module,Magento_Backend
Name,Namn,module,Magento_Backend
"Root Category",Rotkategori,module,Magento_Backend
"Default Store View","Förvald butiksvy",module,Magento_Backend
"Store View Information","Information om butiksvy",module,Magento_Backend
Code,Kod,module,Magento_Backend
Status,Status,module,Magento_Backend
Disabled,Inaktiverad,module,Magento_Backend
Enabled,Aktiverad,module,Magento_Backend
"Sort Order",Sorteringsordning,module,Magento_Backend
"Web Site Information","Webbplats Information",module,Magento_Backend
"Default Store","Förvald butik",module,Magento_Backend
"Set as Default","Ange som standard",module,Magento_Backend
Stores,Butiker,module,Magento_Backend
"Create Website","Skapa website",module,Magento_Backend
"Create Store","Skapa butik",module,Magento_Backend
"Create Store View","Skapa butiksvy",module,Magento_Backend
Home,Hem,module,Magento_Backend
Reset,Nollställ,module,Magento_Backend
"Are you sure you want to do this?","Är du säker att du vill göra detta?",module,Magento_Backend
"Add New Image","Lägg till ny bild",module,Magento_Backend
"Export block for grid %1 is not defined","Exporta block för rutnät %1 är inte definerad",module,Magento_Backend
"Reset Filter","Nollställ Filter",module,Magento_Backend
Search,Sök,module,Magento_Backend
Any,"Vilken som Helst",module,Magento_Backend
"All Countries","Alla länder",module,Magento_Backend
From,Från,module,Magento_Backend
To,Till,module,Magento_Backend
"Date selector",Datumväljare,module,Magento_Backend
"[ deleted ]",[Borttaget],module,Magento_Backend
"Select All","Välj alla",module,Magento_Backend
" [deleted]", [Raderad],module,Magento_Backend
"We couldn't find any records.","Vi kunde inte hitta några uppgifter.",module,Magento_Backend
"Add New","Lägg till Ny",module,Magento_Backend
"Invalid export type supplied for grid export block","Ogiltig export typ angivet för Rutnät exportblocket.",module,Magento_Backend
Export,Exportera,module,Magento_Backend
"Please correct the column format and try again.","Vänligen korrigera kolumnformatet and forsøk Igen",module,Magento_Backend
"Please select items.","Välj Objekt.",module,Magento_Backend
Submit,Skicka,module,Magento_Backend
"Unknown block type","Okänd blocktyp",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","Please correct the tab configuration and try again. Tab Id should be not empty",module,Magento_Backend
"Please correct the tab configuration and try again.","Please correct the tab configuration and try again.",module,Magento_Backend
"You have logged out.","Du har loggats ut.",module,Magento_Backend
"Specified cache type(s) don't exist: %1","Angivna cache typen Finns ej: %1",module,Magento_Backend
"The image cache was cleaned.","Bilden cache har under rensats.",module,Magento_Backend
"An error occurred while clearing the image cache.","Ett fel uppstod när vi skulle rensa bild cache.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","JavaScript / CSS cache har rensats.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Ett fel uppstod när vi skulle rensa JavaScript/CSS cache.",module,Magento_Backend
"The static files cache has been cleaned.","De statiska filerna i cache har rensats.",module,Magento_Backend
"You flushed the cache storage.","Du rensade cache lagringen.",module,Magento_Backend
"The Magento cache storage has been flushed.","Magento Cache Lagring har rensats.",module,Magento_Backend
"Cache Management","Hantering av cacheminne",module,Magento_Backend
"%1 cache type(s) disabled.","%1 cache typ(er) har under inaktiveras.",module,Magento_Backend
"An error occurred while disabling cache.","Ett fel uppstod när vi skulle inaktivera cache.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 cache typ(er) aktiverades.",module,Magento_Backend
"An error occurred while enabling cache.","Ett fel uppstod när vi skulle aktivera cache.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 cache typer har uppdateras.",module,Magento_Backend
"An error occurred while refreshing cache.","Ett fel uppstod när vi skulle ladda om cache.",module,Magento_Backend
Dashboard,Instrumentpanelen,module,Magento_Backend
"We updated lifetime statistic.","Vi har uppdaterat all statistik historik.",module,Magento_Backend
"We can't refresh lifetime statistics.","Vi kan inte uppdatera all statistik historik.",module,Magento_Backend
"invalid request","Ogiltig Förfrågan",module,Magento_Backend
"see error log for details","SE felloggen för mer om mer information",module,Magento_Backend
"Service unavailable: %1","Tjänsten tillgänglig: %1",module,Magento_Backend
Error,"Fel uppstod",module,Magento_Backend
"Access Denied.","Åtkomst Nekad.",module,Magento_Backend
"You need more permissions to do this.","Du behöver mer behörigheter för att göra detta.",module,Magento_Backend
"No search modules were registered","Inga sök moduler var registrerade",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Vänligen se till att alla globala sökmoduler är installerade och aktiverade.",module,Magento_Backend
"You saved the account.","Du sparade kontot.",module,Magento_Backend
"An error occurred while saving account.","Ett fel uppstod när vi skulle spara kontot.",module,Magento_Backend
"You deleted the design change.","Du raderade designändringen.",module,Magento_Backend
"You can't delete the design change.","Du kan inte ta bort designändringarna.",module,Magento_Backend
"Store Design","Butik Design",module,Magento_Backend
"Edit Store Design Change","Edit Store Design Change",module,Magento_Backend
"You saved the design change.","Du sparade designändringen.",module,Magento_Backend
System,Systemet,module,Magento_Backend
"Manage Stores","Hantera butiker",module,Magento_Backend
"The database was backed up.","Databasen har under säkerhetskopierats.",module,Magento_Backend
"We can't create a backup right now. Please try again later.","Vi kan inte skapa en säkerhetskopia just nu. Försök igen senare.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.",module,Magento_Backend
"Something went wrong. Please try again.","Something went wrong. Please try again.",module,Magento_Backend
"This store cannot be deleted.","Denna butik kan ej tas bort",module,Magento_Backend
"You deleted the store.","Du har tagit bort butiken.",module,Magento_Backend
"Unable to delete the store. Please try again later.","Unable to delete the store. Please try again later.",module,Magento_Backend
"This store view cannot be deleted.","Denna butiksvy kan ej tas bort",module,Magento_Backend
"Store View",Butiksvy,module,Magento_Backend
"You deleted the store view.","Du har tagit bort butiksvyn",module,Magento_Backend
"Unable to delete the store view. Please try again later.","Unable to delete the store view. Please try again later.",module,Magento_Backend
"This website cannot be deleted.","Denna butiksvy kan ej tas bort",module,Magento_Backend
"You deleted the website.","Du har tagit bort hemsidan.",module,Magento_Backend
"Unable to delete the website. Please try again later.","Unable to delete the website. Please try again later.",module,Magento_Backend
"The website does not exist.","Webbplatsen finns inte.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Before modifying the website code please make sure it is not used in index.php.",module,Magento_Backend
"The store does not exist","Butiken finns inte",module,Magento_Backend
"Store view doesn't exist","Butiksvyn finns inte",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Before modifying the store view code please make sure it is not used in index.php.",module,Magento_Backend
"New ",NY,module,Magento_Backend
"You saved the website.","Du sparade webbplatsen.",module,Magento_Backend
"An inactive store view cannot be saved as default store view","An inactive store view cannot be saved as default store view",module,Magento_Backend
"You saved the store.","Du sparade butiken.",module,Magento_Backend
"The default store cannot be disabled","The default store cannot be disabled",module,Magento_Backend
"You saved the store view.","Du sparade butiken vyn.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Something went wrong while saving. Please review the error log.",module,Magento_Backend
"Last 24 Hours","Last 24 Hours",module,Magento_Backend
"Last 7 Days","Last 7 Days",module,Magento_Backend
"Current Month","This månad",module,Magento_Backend
YTD,"Från början av året",module,Magento_Backend
2YTD,"Senaste 2 åren",module,Magento_Backend
"Authentication storage is incorrect.","Authentication storage is incorrect.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Du har inte logga in på rätt sätt eller ditt konto är tillfälligt inaktiverad.",module,Magento_Backend
"Authentication error occurred.","Autentiseringsfel uppstod.",module,Magento_Backend
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","Admin session lifetime must be less than or equal to 31536000 seconds (one year)",module,Magento_Backend
"Admin session lifetime must be greater than or equal to 60 seconds","Admin session lifetime must be greater than or equal to 60 seconds",module,Magento_Backend
Order,Beställning,module,Magento_Backend
"Order #%1","Order # %1",module,Magento_Backend
"Access denied","Tillträde beviljas ej",module,Magento_Backend
"Please try to sign out and sign in again.","Please try to sign out and sign in again.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","If you continue to receive this message, please contact the store owner.",module,Magento_Backend
"You need more permissions to access this.","Du behöver högre behörighet för att få tillgång till detta.",module,Magento_Backend
"Welcome, please sign in","Välkommen, vänligen logga in",module,Magento_Backend
Username,Användarnamn,module,Magento_Backend
"user name",användarnamn,module,Magento_Backend
Password,Lösenord,module,Magento_Backend
password,Lösenord,module,Magento_Backend
"Sign in","Logga in",module,Magento_Backend
"Select Range:","Markera Omfång:",module,Magento_Backend
"No Data Found","Ingen Data Hittades",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.",module,Magento_Backend
"Last Orders","Senaste Beställningarna",module,Magento_Backend
"Last Search Terms","Senaste Sökord",module,Magento_Backend
"Top Search Terms","Topp Sökord",module,Magento_Backend
"There are no search keywords.","Det finns inga sökord.",module,Magento_Backend
"View Statistics For:","Visa statistik för:",module,Magento_Backend
"All Websites","Alla Websites",module,Magento_Backend
"Reload Data","Ladda om data",module,Magento_Backend
"Browse Files...","Bläddra igenom Uppgiftslämnaren ...",module,Magento_Backend
Magento,Magento,module,Magento_Backend
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. All rights reserved.",module,Magento_Backend
"ver. %1","ver. %1",module,Magento_Backend
"Magento Admin Panel","Magento Admin Panel",module,Magento_Backend
"Account Setting","Konto Inställningar",module,Magento_Backend
"Customer View",Kundvy,module,Magento_Backend
"Sign Out","Logga ut",module,Magento_Backend
"About the calendar","Om kalendern",module,Magento_Backend
Close,Stäng,module,Magento_Backend
"Go Today","Gå till idag",module,Magento_Backend
Previous,Föregående,module,Magento_Backend
Next,Nästa,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,Tid,module,Magento_Backend
Hour,Timme,module,Magento_Backend
Minute,Minut,module,Magento_Backend
"JavaScript may be disabled in your browser.","JavaScript kan-Vara inaktiverat i DIN webbläsare.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","För att kunna använda denna webbplats måste du först aktivera JavaScript i din webbläsare.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Detta är bara en demobutik. Du kan bläddra och lägga order, men ingenting kommer att behandlas.",module,Magento_Backend
"Report Bugs","Rapportera buggar",module,Magento_Backend
"Store View:",Butiksvy:,module,Magento_Backend
"Stores Configuration",Butikskonfiguration,module,Magento_Backend
"Please confirm scope switching. All data that hasn't been saved will be lost.","Vänligen bekräfta scope växling. Alla uppgifter som inte har sparats kommer att gå förlorade.",module,Magento_Backend
"Additional Cache Management","Ytterligare Cache Hantering",module,Magento_Backend
"Flush Catalog Images Cache","Rensa katalog bild Cache",module,Magento_Backend
"Pregenerated product images files","Förgenererad produktbilder",module,Magento_Backend
"Flush JavaScript/CSS Cache","Flush JavaScript/CSS Cache",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file","Themes JavaScript and CSS files combined to one file",module,Magento_Backend
"Flush Static Files Cache","Flush Static Files Cache",module,Magento_Backend
"Preprocessed view files and static files","Förbehandlade Uppgiftslämnaren and statiska Uppgiftslämnaren",module,Magento_Backend
Catalog,Katalog,module,Magento_Backend
JavaScript/CSS,"JavaScript / CSS",module,Magento_Backend
"JavaScript/CSS Cache","JavaScript / CSS Cache",module,Magento_Backend
"No records found.","Inga poster har hittats.",module,Magento_Backend
Images,bilder,module,Magento_Backend
"Big Image","Stor bild",module,Magento_Backend
Thumbnail,Miniatyrbild,module,Magento_Backend
"Additional Settings","Ytterligare inställningar",module,Magento_Backend
"records found","data hittades",module,Magento_Backend
selected,vald,module,Magento_Backend
"per page","Per sida",module,Magento_Backend
"Previous page","Föregående sida",module,Magento_Backend
"of %1","av %1",module,Magento_Backend
"Next page","Nästa sida",module,Magento_Backend
"Export to:","Exportera till:",module,Magento_Backend
Actions,Åtgärder,module,Magento_Backend
"Mass Actions",Massåtgärd,module,Magento_Backend
"Unselect All","Avmarkera alla",module,Magento_Backend
"Select Visible","Välj synlighet",module,Magento_Backend
"Unselect Visible","Avmarkera synliga",module,Magento_Backend
"Changes have been made to this section that have not been saved.","Ändringar har under gjorts To this Sektion as integre Ännu har under sparats.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","Den här fliken innehåller ogiltiga data. Lös detta innan du sparar.",module,Magento_Backend
"The information in this tab has been changed.","Informationen i denna flik har ändrats",module,Magento_Backend
Loading...,"Laddar ...",module,Magento_Backend
"System Backup","System Backup",module,Magento_Backup
"Database and Media Backup","Databas och Media Backup",module,Magento_Backup
"Database Backup","Databas Backup",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","Du behöver högre behörigheter för att aktivera underhållsläge just nu.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","För att skapa säkerhetskopian, vänligen avmarkera ""Sätt butik i underhållsläge"" eller uppdatera din behörighet.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","Något gick fel när du skulle sätta din butik i underhållsläge.",module,Magento_Backup
"You need more free space to create a backup.","Du behöver mer utrymme för att skapa en säkerhetskopia.",module,Magento_Backup
"You need more permissions to create a backup.","Du behöver högre behörigheter för att skapa en säkerhetskopia.",module,Magento_Backup
"We can't create the backup right now.","Vi kan inte skapa säkerhetskopior just nu.",module,Magento_Backup
Backups,Säkerhetskopior,module,Magento_Backup
System,Systemet,module,Magento_Backup
Tools,Verktyg,module,Magento_Backup
Backup,Säkerhetskopiering,module,Magento_Backup
"We can't delete one or more backups.","Vi kan inte ta bort en eller flera säkerhetskopior.",module,Magento_Backup
failed,misslyckades,module,Magento_Backup
successful,lyckades,module,Magento_Backup
"You deleted the selected backup(s).","Du har tagit bort den valda backupen.",module,Magento_Backup
"Can't load snapshot archive","Can't load snapshot archive",module,Magento_Backup
